shape_id,polyline,route_id,route_type,route_color
080227,cahaGt`rpLwB|Io@jC??Qr@mA~Es@~Cq@xB??]dA{@dDeAhEiAvE??ENq@tCCJG^Ef@KXa@xAg@hBB@FDXDbBy@b@x@f@lABPCRGLMHK@MIYEs@F??}@DMJOLKBMCMIKSWTMFmD`@gBRKQAOBQLO\Kr@[d@UVGb@?ZLVTJJHTJl@@dCGr@AxE@z@FrAH|@Lx@R`AJXRj@??f@rA\Xb@~@Tr@ZbANn@TzADl@Dp@Dx@@~B?@??GbAGn@Gd@YzASj@]j@OTCD??UTqCzB}BdBgEfDiAbA??MJu@p@m@f@kBvAk@`@Ac@s@eBSk@m@{@i@oAQSOCW?Ho@@YAQGQa@u@MMCA??[OWQmE}B??EAgFcCWKUESES?MBODWPaB~Ac@`@MPGPGRGd@?d@?b@???R?fAAPGJGFUGk@QSUK|@G`@E^g@rE??ETlB~@JHzBnA`Af@xDtBnBuATEP?TBd@RfAj@^ZNXJ^Jb@SRGDe@^yAjAoAbA??OJqAbAaCjBwAfAgAx@??e@^WWOGWu@OWYi@??GK[c@][YQg@Yg@WQ?M@IDIHa@nDc@~Dq@zFWhAUpA_@Jm@`Aw@lAM\}@hAmAsBa@o@??oAqBOWcAyAMS??kAmBeAcBYe@eBbCsErFTZ??|ApB\b@|@fALNpAhBTZ??n@|@b@l@h@p@h@|@NRp@bAf@v@f@t@vA`Cn@bARZ??NRd@v@tAzBdApB`AbB??FHQf@oAfDaAxBMVLHXJl@Nt@Zr@p@??LJd@h@jAvA|@dALN??`@d@\h@NZXjA^`AX`@TR\XJqB??JyB{@Mi@Ge@I]Gc@O_@e@??OO}@eAkAwAe@i@aA}@QQ??OMMKYOc@UOGMVaD`H}AbDw@lBa@lAK`@??Uz@YlAg@lCSz@Md@Ob@]|@G\ILw@x@}@z@UP_At@s@n@JRJZT\dApA??bAnAZ\fA~AZd@YRMPQVENQ\Sn@Od@}@|Cg@`Bc@|AELQn@??YhAo@tBu@tCET??GVQp@Mb@EN[~@a@hAe@rAi@~AUZGLGPQx@CXETKb@]dAWr@_@|@g@~@i@x@o@fAmA|ABV@PBFFHJHBB??dDvBhBdA|@j@??pBnAl@`@dAl@CL@LBNDFHHRFg@dBm@|B@@m@tBSp@Qf@e@bA??O\iCnFw@{@??uA{AwB}B[_@YY??iBoB_B_BmBqBmBuBKM??KMu@w@OOo@q@}AeB??{@}@[_@cCiCOQ??MQwA_BuB{Bi@g@a@]{@}@??MOgAkA_EeE??WY}@_Ai@a@@Y?U?WOOEMC[Gk@Em@AE,8,3,FFC72C
160296,cahaGt`rpLwB|Io@jC??Qr@mA~Es@~Cq@xB??]dA{@dDeAhEiAvE??ENq@tCCJG^Ef@KXa@xAg@hBB@FDXDbBy@b@x@f@lABPCRGLMHK@MIYEs@F??}@DMJOLKBMCMIKSWTMFmD`@gBR_AFa@Ak@Q]G[Eo@A}@BuABgB@{GL??Q?o@@kCBqABk@?m@Ge@K[Qe@k@SOMEQ?MFONMb@@`@BTHVLLVLJbA?D??DzA?x@@`B@zAAbAATIhBQzBGl@??MzAk@rFg@@M?A{B???eCR?X?t@Jk@rFm@jEER[jDUnBQ~ASbBADo@lFK|@XGL@^BLAJIFGFK@Q?gA?]???Y?e@Fe@FSFQLQb@a@`B_BVQNELCR?RDTDVJfFbCz@b@??vCzAVP^PDD??FF`@t@FP@PAXIn@V?NBPRh@nAJl@h@tAt@vBJIj@a@jBwAl@g@b@a@??POvAoAfEgD|BeBpC{BX[BC??JQFb@Lb@JRXf@Zf@^f@\^b@`@d@^d@ZxA~@??XNpBpAp@b@^\r@`AXl@JV??Th@^t@PT|BlB|@t@n@f@d@`@zAjA|@l@??NHfD|ApBbA|Ar@PN??JJtBbCbArA\j@^v@N^??l@vAfAvCb@~@h@bA??JRrA`CXf@RXd@x@j@dAtA~Bt@nABD??^f@n@z@|AlBTX??LL|@fAt@jAj@bA\t@Xx@Nl@F\??DTFp@Z|BRrAPh@Vl@`@~@??HPP\|@~AVh@v@xAh@|@\j@??JRh@j@h@r@Xl@Nj@Ht@DjAA`A?b@FzAFj@Zz@f@fA??v@`BNZh@bAJRj@jAf@hATv@Fp@Dh@?d@Cp@M|@Op@Uv@]`Ag@|@u@~@c@^_@Rw@`@qBhAc@Zg@b@Y`@u@pA_@~@W`AWfAMbACVA`A@n@Hp@??BNLh@`@z@N\^r@Pb@ZdAn@vCTpAZvBP|AV`Ar@hBn@vAr@bBn@jArAhB\^z@r@\PnBd@RHPNNRHZBb@?@??@b@CZEd@]rBSvAGl@CjAHxBN`BVlABRFNJPTx@y@nAOl@Qp@[bAOb@Ot@QhAIhACn@??A`@EjFCvACz@GbAEpA\^|@t@`@Xb@\KhAnBbA,16,3,FFC72C
5010114,{vmaGf}gqLy@c@w@a@e@Wk@[e@Wm@[iBaAoC{AYQ?bBEfD???HAPChBIdDApB?B???nA?h@?\@tA@fB@pC@vB?Z???`@DrA@j@Bh@JrAFbAB^@`@@v@?z@ChBAZ??GpC?|@EfB?x@E`AC`AMn@CJe@fAcAfBg@|@??Q\QXYt@Sr@G^WrBG`A??Ed@MtCEh@A\GXAj@?\@`@H`@?B??N^b@fA^rAJv@Br@Cp@Kt@M`@e@zBSx@Ob@[v@AD??g@tAuBrFO`@??e@lAc@jACHIPcAjC_BzD??GNEHCJuA|DeAlC_@hACF??O^sAlCKZERm@hFCT??MvAWxBy@DcAB??S@[I[?]F[JOJE@KAEAEAEISy@S{@Mg@Um@Sy@[sBsAmKKeBUsE@{@ToPJyFFqELaHDwCHuH?mB@uCQwQKuJEeE]{\Q_OE_GE}AE_BOeDK{AUcDI{AM_DCiA@eAAwADcBF{AxAwUvBa\lCc`@J{ADaAB}@?]@{BAmAGaBK}AQ{AQwA_@_Ci@uDK_AOoAIsAEoAGwAA}DBwAHqDJwA??HkALoAHw@DOH_@h@oAXe@`@e@l@q@ZUr@_@tA{@hDaBt@o@h@k@`@k@Zo@fBcEfBaEfBcEx@uB\gAt@qCXy@Vu@^{@nC_Gf@gAZu@t@sBZ}@^wANk@\aBV_BVyBdD{Yh@eFJkBF{BBaCEwFAwXAmS?aDB_A@_@@UJiBL{AD_A@g@B_AAgACwICyBUwg@BgD@i@Bi@Hi@Ja@PUTMRETARBTDRJRRPXL^DZ?d@Af@Gn@Md@MXU\[f@QJSDUAQESK]a@Sg@O_@{@mCe@_DKe@??m@mDWkAo@cCYeAe@qCw@kE}A_J[uBcAqF_@mB_@wB_@eCQuAIy@AUAWBiB@}AVoGHgBBc@??JyAF_@@KFc@TyAb@cCd@_C^gBb@}CeEoA}CaAcB_@??[Iu@KoCWa@CHMNUF]TcBmA_DoALoBRkC`@,501,3,FFC72C
5010126,{vmaGf}gqLy@c@w@a@e@Wk@[e@Wm@[iBaAoC{AYQFq@Ae@???AIk@e@_BMa@Me@??GUc@iAa@{AIYq@_CU}@y@cC{@iC??IUu@cCa@qASs@Q}@_@eDG]Gi@SgASw@Mk@W_Ak@uBMk@??e@iBs@mCSw@Qw@c@iB??IW_AoDMc@Si@]oAYw@??IWUu@Wy@u@_Cq@sBGS_@kAc@uA[}@k@eBc@gA????Me@u@kC??IWs@cCUeBq@mCkBiHmBiH??AAEUi@_CcAiGk@uCk@eC_@eBIc@A_@?g@B]D[L_@HUJMPQb@_@TKpAg@VG??j@O^I\Gr@OTGZMRKVSX[z@eAh@w@d@g@\_@h@g@f@]bD{Bt@o@h@k@`@k@Zo@fBcEfBaEfBcEx@uB\gAt@qCXy@Vu@^{@nC_Gf@gAZu@t@sBZ}@^wANk@\aBV_BVyBdD{Yh@eFJkBF{BBaCEwFAwXAmS?aDB_A@_@@UJiBL{AD_A@g@B_AAgACwICyBUwg@BgD@i@Bi@Hi@Ja@PUTMRETARBTDRJRRPXL^DZ?d@Af@Gn@Md@MXU\[f@QJSDUAQESK]a@Sg@O_@{@mCe@_DKe@??m@mDWkAo@cCYeAe@qCw@kE}A_J[uBcAqF_@mB_@wB_@eCQuAIy@AUAWBiB@}AVoGHgBBc@??JyAF_@@KFc@TyAb@cCd@_C^gBb@}CeEoA}CaAcB_@??[Iu@KoCWa@CHMNUF]TcBmA_DoALoBRkC`@,501,3,FFC72C
570230,wgqaGtmnqLAh@p@HPBhBR\@dAKl@Kr@Kz@I|Ba@p@KrAUF?zBW^C??PCnBSb@GNCz@U`A[??NGz@[XEXGR?PBRFNLFPJ^Tr@^pB??DVj@rCb@`CPnAZh@NNLBNBX?PG\ONMHKFWBY?e@Eo@[mC[sD_@aDSmB??CUOgDAw@Bg@D]P]TSRKRA`@GRA??bACx@EVyBPmB@I??j@_FDSJ[fA{B??JQRg@^iAdAmCrAyD??@CBKDIfBkEbAkCHQBIb@kAt@oBHS??jB_FRi@??Tq@Zw@Nc@Ry@d@{BLa@Ju@Bq@Cs@Kw@_@sAa@cA??ACOc@Ia@Aa@?]@k@FY@]Di@LuCBU??HqAVsBF_@Rs@Xu@PYx@{AbAgBN]??Ti@BKLo@BaADaA?y@DgB?}@HmD@_A??@i@?{@Aw@Aa@C_@GcAKsACi@Ak@EsA?}@?K??AkBAqCAgBAuA?]?i@?s@???_@@qBHeDBuA???S@QDqD?cBFq@Ae@???AIk@e@_BMa@Me@??GUc@iAa@{AIYq@_CU}@y@cC{@iC??IUu@cCa@qASs@Q}@_@eDG]Gi@SgASw@Mk@W_Ak@uBMk@??e@iBs@mCSw@Qw@c@iB??IW_AoDRcC@Y??Bg@BkBB{@\oFBu@??BYTmDXyEFeA??LuBT}DRqDTqDPkCRyCPsC??X_FFkABw@D_ANkCXmEXsEB_@??RkDJqBXiFFu@@Q??T}Dd@_HTqDV_F`AwPViDNmCJcBBg@??r@gLDg@??\kGb@qGL{B??Bc@v@eMLyBHgA??B[^yGNqCDiA@Y?U?WOOEMC[Gk@Em@AE,57,3,FFC72C
5040074,wgqaGtmnqLAh@p@HPBhBR\@dAKl@Kr@Kz@I|Ba@p@KrAUF?zBW^C??PCnBSb@GNCz@U`A[??NGz@[XEXGR?PBRFNLFPJ^Tr@^pB??DVj@rCb@`CPnAZh@NNLBNBX?PG\ONMHKFWBY?e@Eo@[mC[sD_@aDSmB??CUOgDSaBW{ASy@S{@Mg@Um@Sy@[sBsAmKKeBUsE@{@ToPJyFFqELaHDwCHuH?mB@uCQwQKuJEeE]{\Q_OE_GE}AE_BOeDK{AUcDI{AM_DCiA@eAAwADcBF{AxAwUvBa\lCc`@J{ADaAB}@?]@{BAmAGaBK}AQ{AQwA_@_Ci@uDK_AOoAIsAEoAGwAA}DBwAHqDJwA??HkALoAHw@DOH_@h@oAXe@`@e@l@q@ZUr@_@tA{@hDaBt@o@h@k@`@k@Zo@fBcEfBaEfBcEx@uB\gAt@qCXy@Vu@^{@nC_Gf@gAZu@t@sBZ}@^wANk@\aBV_BVyBdD{Yh@eFJkBF{BBaCEwFAwXAmS?aDB_A@_@@UJiBL{AD_A@g@B_AAgACwICyBUwg@BgD@i@Bi@Hi@Ja@PUTMRETARBTDRJRRPXL^DZ?d@Af@Gn@Md@MXU\[f@QJSDUAQESK]a@Sg@O_@{@mCe@_DKe@??m@mDWkAo@cCYeAe@qCw@kE}A_J[uBcAqF_@mB_@wB_@eCQuAIy@AUAWBiB@}AVoGHgBBc@??JyAF_@@KFc@TyAb@cCd@_C^gBb@}CeEoA}CaAcB_@??[Iu@KoCWa@CHMNUF]TcBmA_DoALoBRkC`@,504,3,FFC72C
5530143,aupaGve}qLeA{@gAw@eAy@}@s@_Au@yDyC][Y]U[M][_A??IQaAoDYeAw@mCe@_BUm@???AYo@]i@OUcAqAeCkD}@qA[g@IQa@y@y@aCUi@c@u@EI??ISe@y@a@g@QSMI\sBJe@LWV[`@[jB_BJMDU@QA]Og@q@}@OKQCM@u@Z}@Xc@Hi@N}@L??[Fa@DeAL}@HJl@Dz@D`AHrAB|@gCBO?MC??C?e@IiAWyCo@MEc@GQ?cAFeCX}@H??C?q@BwD@m@A??{ACKk@YgAKu@Eo@CcA?YAK?aB?i@?eD???MBm@@yC@sD?iE?m@??AmD@kEFoDBiC??@k@?kD?YBiB?uAAuAAgBCw@G{@UqCYwCAMV?XGb@K??PEj@MnCk@r@O^tD??BXVnCF`@JTNPb@Gn@Gh@AbKhAInAAl@??A^Bx@Dj@Jh@Pt@\`AXn@\j@h@z@VX??vAlBz@dAxAzA??dAhAp@r@tBvBFo@??Fm@PcBLyAZeCNyAb@aE\yCHqA?C??AQAUzBd@|@VhAXnAX??PBXH~Bf@lCl@j@Nn@Jd@DRDT@??P@J@|@F|ALdAH\DbAHpBN??PBrBPp@Dp@FzAJrAF??ZBr@DdCRh@H`@u@n@wAf@cA??HS\w@\w@Xu@JUXg@p@aA??LO^i@Zg@t@mA~AwCXi@??JSXk@~@aBfBkC??JOrAqBb@y@z@{Ab@{@HYLi@Hk@Jy@x@SpCaA??hC}@vBs@v@YTI??NGl@[jAw@^W|@k@??XQb@dAVx@Pj@Lb@H\FZBd@@l@?xBTdAFLJLJHJBJ@N?TAZERATKHIJQDS@Y?]C_@Ii@Oq@Go@AW??ASCc@Cw@Am@Ag@Ea@ESKQMKQEU?o@B{@Ha@GSGQIOQk@cAWu@Qo@SyAa@eDIy@Ew@Bw@DqABy@?A??P{DH{B@mA@}D?cBAeBE]E{@i@gEEY??e@aD??QsAeAcIg@uD??CIIi@YkAQs@Ss@Ki@Go@KeBAs@?aB?e@?]???eAAu@GyAIiBEu@??CWOoAa@wEQgBUiB[yCGg@??k@iF]yDQuAQ}ASmAE[SmAo@iD??GUw@kEa@kBK[M[w@cBYu@[iAMi@??Oi@iAiFOs@q@qE??Ig@S_BOqAM}@QwDG{@K_AMoASuAY{B??CW[}Be@}CKi@??UmAYkBQcAEOEy@?QBWHQ\WPG\ONMHKFWBY?e@Eo@[mC[sDK{@??SeBWcCUq@IQIMIIOEOCM?SD}@p@s@n@Ab@?`@@ZDTDXNzA^pB,553,3,FFC72C
5530142,yzoaG~nnqLDVj@rCb@`CPnABd@Nv@VpAP^DNPbAXjBJd@??TpAd@|CJt@??NfA\rCRtALnAJ~@Fz@PvDL|@NpAR~AF`@??r@vENr@hAhF\rANj@??J\Xt@v@bBLZJZ`@jBBN??r@zDv@~DRlADZRlAP|APtA\xDr@pGLfA??LpAThBPfB`@vEJt@??BXHlAHhBFxA@t@?bB?d@?^???`A@r@JdBFn@Jh@Rr@Pr@XjAHh@@???h@~D~@lH??DTr@hF??Hd@h@fEDz@D\@dB?bBA|DAlAIzBQ|DCx@EdA???JCv@Dv@Hx@`@dDL|@??DZPn@Vt@Hj@\lAwA|@_@VkAv@m@Z[L??IBw@XwBr@{G~Bm@N??KBKx@Ij@Mh@IXc@z@{@zAc@x@gA~A??KPsBzC_A`BYj@Yj@??KP_BvCu@lA[f@SV??KP_ApAYf@KTYt@]v@Qb@??KRq@vAo@vAUb@??KPi@IeCSs@Ei@C??eAG{AKq@Gq@EsBQWC??kBOcAI]EeAI}AM[C??a@CKAg@CSEe@Eo@Kk@O]I??oBc@qAY??m@MYIaB]iAY}@W{Be@@T@TIpA]xCc@`EOxA[dCMxAQbBO|AcBcB??QSq@s@_DeDWY??c@k@oBgC[g@??MS]k@Yo@]aAQu@Ki@Ek@Cy@BmAHoA]E??eJcAi@@A???m@Fc@FOQKUGa@OcB??Gk@c@oEs@NoCj@k@L_@H??UFYFW?@LXvCTpCFz@Bv@@fB?J??@hA?tAChB?X?jDAf@??ClCGnDAjE?lA??@lC?hEArDAxCAT??AV?rD?h@?`B@J?XBbADn@Jt@XfAJj@nAB??x@@vDAp@Cx@I??F?dCYbAGP?b@FLDxCn@ZF??l@Nd@HPBN?fCCC}@IsAEaAE{@Km@|@IdAM`@Ef@I??p@Kh@Ob@I|@Yt@[LAPBNJp@|@Nf@@\APETKLkB~Aa@ZWZMVKd@]rBLHPR`@f@Xf@??JPN\b@t@Th@x@`C`@x@HPZf@|@pAdCjDbApANT\h@Xn@Tn@d@~Av@lCXdA`AnDd@pABF??HTTZX\\ZxDxC~@t@|@r@dAx@fAv@z@r@??b@ZTXNJId@Y`CUnCj@LpCl@PLR{@TmAVoA?I??BUSG[KeAm@y@c@k@a@OKUYYS,553,3,FFC72C
040070,asqaGf|upLPb@n@`Bp@`BdA`C^t@b@x@x@hBTl@RJNNVHXBVJpDuTJa@Qo@EQuB}DIWLCHCLKJIj@i@j@q@JMLORY`@o@b@w@^w@Ti@\aA??zAkEtAjAp@h@d@n@Xp@Rn@Nn@FRPbAFXzBc@??lB_@\U?^@n@rAFd@BdBD??^@?eCAq@xCMtA]z@[l@_@f@g@JM??tC}Cj@g@hBmBxA}ASg@??u@oBaCeGOY^KZe@`@s@tFkNtAsD??nAiDfB_F|@gCnAyD~A_EJe@jDyK|AgF^iA??Ts@|@uCv@kC~AkFHFN@LIBM?YBODMx@o@jBcB??HML]`BmE|AoEzAkE??JWhAz@FzLFdO@xA???P?fABn@Dn@Hd@N`@b@l@S^,4,3,FFC72C
040071,ekmaGbyqpLaD~FqBrD??oAzB]p@GNqBnEq@~Ao@vA??}BlF_@`AiDnJmBlFm@bCmCrH??{J~W??g@`BQSe@m@MUMUeAiCs@kBSg@??u@oBaCeGOY]c@GE??e@[_ASWGi@GeBO??GAcACm@?YBWBc@PIDOLUVc@\YL}Cj@??QBq@Lw@Lu@N??IBy@Ta@RYNa@V_@Za@`@IJ??_@h@c@_@g@_@WYOUa@y@w@sBWc@USMEQIe@AkFJy@Bu@AoBAqBFo@Ba@Di@L_@LUHOHSNq@r@YZa@h@Wz@??IVa@xAa@vAYjASp@K^G\Y~Am@vDOz@CT?R?TBVDPFLnA`C??LTR^rAfBdAxApAvCN\b@dATp@,4,3,FFC72C
570232-1,mqnaGzujqLHqAVsBF_@Rs@Xu@PYx@{AbAgBN]??Ti@BKLo@BaADaA?y@DgB?}@HmD@_A??@i@?{@Aw@Aa@C_@GcAKsACi@Ak@EsA?}@?K??AkBAqCAgBAuA?]?i@?s@???_@@qBHeDBuA???S@QDqD?cBFq@Ae@???AIk@e@_BMa@Me@??GUc@iAa@{AIYq@_CU}@y@cC{@iC??IUu@cCa@qASs@Q}@_@eDG]Gi@SgASw@Mk@W_Ak@uBMk@??e@iBs@mCSw@Qw@c@iB??IW_AoDRcC@Y??Bg@BkBB{@\oFBu@??BYTmDXyEFeA??LuBT}DRqDTqDPkCRyCPsC??X_FFkABw@D_ANkCXmEXsEB_@??RkDJqBXiFFu@@Q??T}Dd@_HTqDV_F`AwPViDNmCJcBBg@??r@gLDg@??\kGb@qGL{B??Bc@v@eMLyBHgA??B[^yGNqCDiA@Y?U?WOOEMC[Gk@Em@AE,57,3,FFC72C
570232-2,_hnaG~{|pL??AQAGEAK?B^Bh@B`@X~ADZFLHFh@`@|@~@j@l@??jDpDx@z@??LNhAlA`@\h@f@tBzBvA~ARX??HHbChCZ^~@bA??xA~An@p@NNt@v@VZz@~@??p@t@lBpB~A~A|BbC??DDZ^vB|BlCvC`@{@??fBsDt@aBPg@Rq@l@uBAAFY??d@cBf@eBX{@OKQIMAGBGHeAm@m@a@[S??sCgBiBeAgDyB??AAKIGICGAQCWlA}An@gAh@y@f@_A^}@Vs@\eAJc@DUBYPy@FQFMT[h@_Bd@sA`@iAZ_ADOLc@Pq@Jc@??@It@uCn@uB`@}A??H[DMb@}Af@aB|@}CNe@Ro@P]]UsCkD,8,3,FFC72C
590095,um_aGdtxqL?OAYGSKGOJAXIj@e@CC@eCUgCUmBOm@Cq@I}BUcAK]C??q@EyAKiAIaBQ{BMa@C{@I{@Iq@K]C??cAKuGg@i@MuAoAQS]???}BCmAA_@C]G}Cy@??QEeAWwGgBg@Og@MWCE???_@AyEHeCF{BH??Q?{CJoBF}BJmCH_ABqAB??a@?sCBk@AWCeApAg@l@SRKL_DzC]G??o@MsCu@o@SmAi@o@[_Aq@??OMaHuEs@a@s@m@c@a@GK[L??_A`@kDpA[NaBr@q@VwCfA[L??gBt@o@To@NmC^}C\o@JOF??UJIMc@[kAu@YWY]Ys@Sm@??IUe@sAYo@uB_Eu@kB??KS_CgHMc@??GU]eAk@kByAoEMYY]WUa@c@??OMi@i@y@u@UWo@u@GKCKAEAQAW?k@?_AAy@Cq@M{@[{A[_BC[A[\E??rAOvCe@nCYTGh@QDE`@U??f@Y|AmA\e@R]J[HYHiA?]IkAUsCKqAE_@??CWgAPyAPc@F_CV}BT}ARoAF??_@@?cA?wABuA?W??@WB}@Fu@DiABu@?e@?_@Ki@M]KMUa@UW??OM{AoBaByB??MOwAqBgEoE_@[iA{@_@S????QGSIeBe@c@M[M_@Ua@WWUsCkCa@?SBOFSPi@j@e@\??IFeBhA_Aj@w@l@MHKNGJEg@??UoCGqAQqBK{AUiDAQ??CWc@yFa@{FMkBOgCGa@G]GUQe@i@`@e@^??w@n@cAx@OJODQ?]A_Eg@c@Gi@IwAW??OEoCk@]GcB_@mAQaAIoAGc@@??Q?g@@c@Fe@JuBb@sE`AaAR??a@Js@L{@RgE|@cAR??QBuBf@YDOBYB??E?g@C_ASyAW{@QoBc@yAY[G??k@Kw@GqBKk@C}BCyA?w@Gg@C_@???}@?oAEaESeCI??UA[Cs@Ko@Sm@U{BaAUKUGA???QCY?e@@]AOEUEYKg@Ma@GW?c@BiB\sBd@??QDyCn@_Cf@YDo@FQ@o@F??S@w@DkAHo@DQ@??SBeAHwAF}AHa@Dk@Je@H??aATy@T]J??{Ah@EB}Bn@sBj@??QDiBf@u@VwAb@_Bb@_Bh@??MDOa@s@iCu@yCWs@Ye@U]??GKaBcCU]??_@m@yBeDiAeBY_@{BqDwBiD??KQQWeAqBEKK_@Mm@Ow@UaBGi@??AICQa@mDWeCM_Ba@yCKw@??EW[iCIq@C]Eu@??C]IwAGo@E[Gs@E]??EW[cBMm@]sAQk@[aA??K[Wm@IWWu@M[??M]a@uAmAiDoAmDk@iBAG??I[WmCC]Cy@?u@?_ABmABqASK]Uc@a@CCOWK[[h@MPMDe@I,59,3,FFC72C
590092,aoqaGvlnqLA?SCU?MICSAe@x@iARCPBZNRLLz@JZNVBBb@`@\TRJCpAClA?~@?t@Bx@B\VlCBH??FXj@hBnAlDlAhDX~@??FTZx@Vt@HVLX??HRf@|APj@\rALl@ZbBJt@B\??BTDZFn@HvAHrAB\Hp@VpB??BVPnA`@xCL~AVdC`@lDBP?B??Hn@T`BNv@Ll@J^DJLX??v@vAPVbCzDzBpDX^hAdBxBdDf@z@??LN`BbC\h@R\??DFVr@t@xCr@hCN`@t@W??v@W~Ac@vAc@t@WhBg@\I??fBg@|Bo@DCxBu@x@UfB_@XG??PC`@E|AIvAGdAId@En@EjAId@C??PAbAIPAn@GXE~Bg@xCo@RE??pBe@hB]b@CV?`@Ff@LXJTDND\@d@AF???P?RBTFTJzB`Al@Tn@Rr@JR@??F@zCJ`ERnAD|A?T@??P@v@FxA?|BBj@BzAH??T@v@FfARxAXnBb@z@PxAV~@Rf@BHA??TANCXEdBa@??NEtAWfE}@z@Sr@Mz@S??f@KrEaAtBc@d@Kb@Gf@A^???TAnAF`AHlAPbB^\F|Bf@??PBfB\h@Hb@F~Df@\@P?NENKbAy@|AoAFE??`@[xAsAdCwBf@]|@zAjA~B`@z@\t@Zx@Xj@Rf@^v@Xh@Zd@??BBDDHHtA`Ad@RZHbAPfB@h@PJJPZP`@Vb@PVHHRR??VV|@v@bIbGZR??|B`B\TjBvAr@f@NHZVXR??~AlAhAt@pAv@f@VdAj@vAr@hAj@ZP???@fB|@j@ZfAt@bBjA??NJZVMj@i@dD??_@zB]pBOz@UrAMl@Qj@Uf@Wf@MNQPe@^QH??QH]J]FHv@JpATrCHjA?\IhAIXKZS\]d@}AlA]R??k@ZEDi@PUFoCXwCd@_BP??QB@ZBZZ~AZzALz@Bp@@x@?~@?j@@V@P@DBJFJn@t@TVx@t@h@h@p@p@VTBD??TVLXxAnEj@jB\dALb@??FTvBrG??FR`A~BtB~DXn@\~@??FR\bAXr@X\XVjAt@b@ZHLd@SFA??f@I|C]lC_@n@On@UrBy@??NIvCgAp@W`Bs@ZOjDqAvAm@??BAFJb@`@r@l@r@`@pGhE??NJnA~@n@ZlAh@n@RrCt@|@P??NB~C{CJMRSf@m@dAqAVBj@@vBA??ZArBC~@ClCI|BKnBGhCI??PAlCIdCGxEId@@F@??N@f@Lf@NvGfBt@P??NDnD~@\F^BlA@hCB??P?PRtAnAh@LtGf@`BN\D??RDz@Hz@H`@BzBL`BPhAHxAJ|@F??P@bAJ|BTp@Hl@BlBNfCTdCTBAd@Bp@H?U,59,3,FFC72C
590093,um_aGdtxqL?OAYGSKGOJAXIj@e@CC@eCUgCUmBOm@Cq@I}BUcAK]C??q@EyAKiAIaBQ{BMa@C{@I{@Iq@K]C??cAKuGg@i@MuAoAQS]???}BCmAA_@C]G}Cy@??QEeAWwGgBg@Og@MWCE???_@AyEHeCF{BH??Q?{CJoBF}BJmCH_ABqAB??a@?sCBk@AWCeApAg@l@SRKL_DzC]G??o@MsCu@o@SmAi@o@[_Aq@??OMaHuEs@a@s@m@c@a@GK[L??_A`@kDpA[NaBr@q@VwCfA[L??gBt@o@To@NmC^}C\o@JOF??UJIMc@[kAu@YWY]Ys@Sm@??IUe@sAYo@uB_Eu@kB??KS_CgHMc@??GU]eAk@kByAoEMYY]WUa@c@??OMi@i@y@u@UWo@u@GKCKAEAQAW?k@?_AAy@Cq@M{@[{A[_BC[A[\E??rAOvCe@nCYTGh@QDE`@U??f@Y|AmA\e@R]J[HYHiA?]IkAUsCKqAIw@\G??\Kb@Sd@_@PQLOVg@Tg@Pk@Lm@TsAN{@\qBX_B??n@aELk@[WsBwAgAu@k@[gB}@KI??OIiAk@wAs@eAk@g@WqAw@iAu@iBuA??OK[WOIs@g@kBwA]UiCiB??OKcIcG}@w@[a@??MOWm@Qw@Gw@QAkABgBAcAQ[Ie@SuAaAIIEEKO??SYYi@_@w@Sg@Yk@[y@]u@a@{@kA_C}@{Ag@\eCvByArAi@`@e@^??w@n@cAx@OJODQ?]A_Eg@c@Gi@IwAW??OEoCk@]GcB_@mAQaAIoAGc@@??Q?g@@c@Fe@JuBb@sE`AaAR??a@Js@L{@RgE|@cAR??QBuBf@YDOBYB??E?g@C_ASyAW{@QoBc@yAY[G??k@Kw@GqBKk@C}BCyA?w@Gg@C_@???}@?oAEaESeCI??UA[Cs@Ko@Sm@U{BaAUKUGA???QCY?e@@]AOEUEYKg@Ma@GW?c@BiB\sBd@??QDyCn@_Cf@YDo@FQ@o@F??S@w@DkAHo@DQ@??SBeAHwAF}AHa@Dk@Je@H??aATy@T]J??{Ah@EB}Bn@sBj@??QDiBf@u@VwAb@_Bb@_Bh@??MDOa@s@iCu@yCWs@Ye@U]??GKaBcCU]??_@m@yBeDiAeBY_@{BqDwBiD??KQQWeAqBEKK_@Mm@Ow@UaBGi@??AICQa@mDWeCM_Ba@yCKw@??EW[iCIq@C]Eu@??C]IwAGo@E[Gs@E]??EW[cBMm@]sAQk@[aA??K[Wm@IWWu@M[??M]a@uAmAiDoAmDk@iBAG??I[WmCC]Cy@?u@?_ABmABqASK]Uc@a@CCOWK[[h@MPMDe@I,59,3,FFC72C
