stop_id,stop_name,latitude,longitude,platform_code,platform_name,municipality,wheelchair_accessible,parent_station,adress,description,zone,route_type
7961,Forest St @ Heard Rd,42.43183,-71.17617,,,Arlington,1,,,,LocalBus,3
2551,N Harvard St @ Gate 2 Harvard Stadium,42.366948,-71.125108,,,Boston,1,,,,LocalBus,3
86458,Cummins Hwy @ Calvary Cemetery,42.277571,-71.114692,,,Boston,1,,,,LocalBus,3
5903,Lexington St @ Marion St,42.377783,-71.037177,,,Boston,1,,,,LocalBus,3
2420,High St @ Mystic Valley Pkwy,42.420656,-71.141849,,,Medford,1,,,,LocalBus,3
7123,Cabot St opp Colon St,42.557806,-70.880516,,,Beverly,1,,,,LocalBus,3
4227,625 S Main St opp Frederickson Dr,42.14215,-71.040927,,,Randolph,1,,,,LocalBus,3
4216,S Main St @ Woodlawn St,42.15862,-71.0435,,,Randolph,1,,,,LocalBus,3
6376,River St @ Metropolitan Ave,42.260492,-71.115601,,,Boston,1,,,,LocalBus,3
86968,Lexington St @ Whitlowe Rd,42.359108,-71.239519,,,Newton,1,,,,LocalBus,3
5058,Belmont St @ Main St,42.415327,-71.064299,,,Malden,1,,,,LocalBus,3
6752,Holyoke St @ Myrtle St,42.468743,-70.976675,,,Lynn,0,,,,LocalBus,3
